UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
lem,@deobitslur,2022-07-03T16:54:51.000Z,"lem
@deobitslur
·
Jul 3, 2022",changmin whey gay era https://twitter.com/ripsoshi/status/1543489331695853569…,🫧,,,,[],https://twitter.com/deobitslur/status/1543639417642164224
Pueblo Crossfit,@CrossfitPueblo,2022-07-03T18:00:24.000Z,"Pueblo Crossfit
@CrossfitPueblo
·
Jul 3, 2022","Women's #CrossFit Class
Sundays 8am - 9am",,,,,['https://pbs.twimg.com/media/FWwq3_kXwAIT5qT?format=jpg&name=small'],https://twitter.com/CrossfitPueblo/status/1543655915399823361
los aficionados,@losaficiona2com,2022-07-03T15:03:03.000Z,"los aficionados
@losaficiona2com
·
Jul 3, 2022",CrossFit funcional,,,,,[],https://twitter.com/losaficiona2com/status/1543611281214767104
Mobile Gym Tech,@mobile_gym_tech,2022-07-03T17:59:56.000Z,"Mobile Gym Tech
@mobile_gym_tech
·
Jul 3, 2022","4th Of July Sale!! 

Save 20% on the most popular vibration plates. This weekend only! While supplies last  https://mobilegymtech.com/shop/p/power-plate-move…

#CrossFit #Fitness #Health #Healthy #4thOfJuly #USA #Sale",⬇,,,1,['https://pbs.twimg.com/media/FWwqw-mXkAAvp4B?format=jpg&name=small'],https://twitter.com/mobile_gym_tech/status/1543655797217017857
rihanna’s fetus,@DavilaHaah,2022-07-03T20:27:08.000Z,"rihanna’s fetus
@DavilaHaah
·
Jul 3, 2022",Ai que horror evento de Crossfit,,,,5,[],https://twitter.com/DavilaHaah/status/1543692840571658242
Gonçalo Carrapiço,@carrapico_bboy,2022-07-03T22:40:04.000Z,"Gonçalo Carrapiço
@carrapico_bboy
·
Jul 3, 2022","Lara Alves once said “…mais treino do que cedo.”

And I think that’s beautiful",,,2,5,[],https://twitter.com/carrapico_bboy/status/1543726295590248461
CROSSFIT GBAR3,@CFGBAR3,2022-07-03T23:02:11.000Z,"CROSSFIT GBAR3
@CFGBAR3
·
Jul 3, 2022",CrossFit WOD 07.04.22 https://crossfitgbar3.com/crossfit-wod-07-04-22/…,,,,,[],https://twitter.com/CFGBAR3/status/1543731861389660160
,@225pmh,2022-07-03T18:00:54.000Z,"@225pmh
·
Jul 3, 2022",Rk has high metabolism...+ doing crossfit...its kinda expected that he'll lose weight/look skinnier..unless he eats more than usual which is..quite unlikely,🍂 🙃,1,,52,[],https://twitter.com/225pmh/status/1543656042721992704
Ian Sagstetter,@iansagstette,2022-07-03T16:45:49.000Z,"Ian Sagstetter
@iansagstette
·
Jul 3, 2022",Didn’t have getting yelled at by CrossFit games athletes on my bingo card this am,,1,,2,[],https://twitter.com/iansagstette/status/1543637144635334664
PersonalFitness3,@personalfitnes3,2022-07-03T22:49:14.000Z,"PersonalFitness3
@personalfitnes3
·
Jul 3, 2022","#videos2watchNOW
Classic Whey Protein - PUMPKIN PIE Flavor - Taste Test Only - NUTRABIO https://youtu.be/Vi9k1E64rEw via #YouTube
LIKE  SHARE  COMMENT",▪ ▪ ❤,,,,['https://pbs.twimg.com/card_img/1670334233666269186/HC2vlHYP?format=jpg&name=240x240'],https://twitter.com/personalfitnes3/status/1543728603048845313
Parvati María tressl,@Mafertresslar,2022-07-03T18:01:38.000Z,"Parvati María tressl
@Mafertresslar
·
Jul 3, 2022","Check out this listing I just added to my #Poshmark closet: Fiber Crossfit Leggings Women Colombian Yoga Pants Compression Tights. https://poshmark.com/listing/62bb5d8cbb5937b7973cff54?utm_source=tw_sh&utm_content=ext_trk%3Dbranch%26feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A06c8be3b-58ba-498a-b46f-4ad9b658503f… #shopmycloset 
@poshmarkapp",♥ 🙏,,,,[],https://twitter.com/Mafertresslar/status/1543656224515768320
“Alabedo of Abedo-land”,@Oluwalukaku,2022-07-03T23:31:26.000Z,"“Alabedo of Abedo-land”
@Oluwalukaku
·
Jul 3, 2022",Person whey fall for me don stand up dust body ,🥹,,,1,[],https://twitter.com/Oluwalukaku/status/1543739224205164548
CrossFit Leixlip,@CrossFitLeixlip,2022-07-03T20:58:11.000Z,"CrossFit Leixlip
@CrossFitLeixlip
·
Jul 3, 2022",Just posted a photo @ CrossFit Leixlip,,,,1,['https://pbs.twimg.com/card_img/1670749191457640448/YXKrO-vT?format=jpg&name=240x240'],https://twitter.com/CrossFitLeixlip/status/1543700656489484288
MARACA,@BartoSinso,2022-07-03T23:40:17.000Z,"MARACA
@BartoSinso
·
Jul 3, 2022",joder con los de crossfit,,,,3,['https://pbs.twimg.com/profile_images/1662542696626495490/e12h1Vtq_mini.jpg'],https://twitter.com/BartoSinso/status/1543741448335642627
Tobias Müller,@tobiasmller659,2022-07-03T19:01:37.000Z,"Tobias Müller
@tobiasmller659
·
Jul 3, 2022","FREE GIFT: A Beginners Guide to CrossFit Training - In this day and age, we all know that making fitness a part of your life should be a high priority -- it should become a daily habit, the same as brushing your teeth or taking a shower. This guide revea… https://ift.tt/PswJOQl",,,,,[],https://twitter.com/tobiasmller659/status/1543671319396483072
كمال كبشه,@kamal_kabsha,2022-07-03T19:09:33.000Z,"كمال كبشه
@kamal_kabsha
·
Jul 3, 2022","Got 100% whey gold standard french vanilla creme protein isolate by o... +7 foods for dinner: 831cals, 15g fat, 119g carbs, 59g protein.",,,,,[],https://twitter.com/kamal_kabsha/status/1543673315109343239
Andy Barnett,@AndyBarnett17,2022-07-03T19:52:11.000Z,"Andy Barnett
@AndyBarnett17
·
Jul 3, 2022","1200m of elevation, all for the views

…and our CrossFit gyms annual charity hike, climbing mountains for 
@MindCharity
 

All donations welcome by you beautiful people 
http://justgiving.com/fundraising/CSCMind2022…",👇,,,1,"['https://pbs.twimg.com/media/FWxEdDJXkAA7Uz2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FWxEdDFWQAEBGvs?format=jpg&name=360x360']",https://twitter.com/AndyBarnett17/status/1543684044512280578
Matt Robillard,@RobillardMatt,2022-07-03T18:47:09.000Z,"Matt Robillard
@RobillardMatt
·
Jul 3, 2022",Great to be back after just over a week off from vacation and celebrating the @coloradoavalanche winning the cup (drinking all week). Back to the grind and it felt good #crossfit @ Club eX Fitness & Nutrition,,,,,[],https://twitter.com/RobillardMatt/status/1543667678992338946
Benton Music Fitness Tech,@jeffbenton78,2022-07-03T16:08:52.000Z,"Benton Music Fitness Tech
@jeffbenton78
·
Jul 3, 2022","Optimum Nutrition Gold Standard 100% Whey Protein Powder, Double Rich Chocolate, 5 Pound (Packaging May Vary) #supplements #ad #deals #amazon #buy #muscle",,,,,[],https://twitter.com/jeffbenton78/status/1543627844504412162
EIN Presswire: Beverages Newswire,@EINBeverageNews,2022-07-03T18:00:25.000Z,"EIN Presswire: Beverages Newswire
@EINBeverageNews
·
Jul 3, 2022",Pure whey-protein drinks may maximize protein intake without risk of BP falls in elderly,,,,,['https://pbs.twimg.com/card_img/1668684071742873622/OPI3HO1Y?format=jpg&name=small'],https://twitter.com/EINBeverageNews/status/1543655919485083648
CYRIL FREMONT,@FremontCyril,2022-07-03T22:24:32.000Z,"CYRIL FREMONT
@FremontCyril
·
Jul 3, 2022","What's #Best on http://football.Best ?
Treino  Dia 1
https://football.best/treino-dia-1.html…
#sports",💪,,2,2,['https://pbs.twimg.com/card_img/1668649703334981644/zJ0mRbhw?format=jpg&name=small'],https://twitter.com/FremontCyril/status/1543722388210294794
Cosmic Counselling,@erisnotebooks,2022-07-03T20:19:40.000Z,"Cosmic Counselling
@erisnotebooks
·
Jul 3, 2022","Same conspiracy theory (that TC was ""born"") does the rounds July 3rd every year. Don't fall for it. Anyone can make their own TC - you just mix equal parts Whey Protein + L. Ron. Hubbard's jizz & leave in a Hadron collider for 3 days. 
Don't recommend it though - 1 is enough",,,,1,"['https://pbs.twimg.com/profile_images/1499841514884632578/eDtP7Lf9_mini.jpg', 'https://pbs.twimg.com/media/FWwdy3IVsAAy43m?format=jpg&name=small']",https://twitter.com/erisnotebooks/status/1543690963926876160
king of the aztec lizardmen,@consumin_human,2022-07-03T18:22:33.000Z,"king of the aztec lizardmen
@consumin_human
·
Jul 3, 2022",random whey protein bar for breakfast,,,,1,[],https://twitter.com/consumin_human/status/1543661487989968897
The CrossFit Games,@CrossFitGames,2022-07-03T19:48:41.000Z,"The CrossFit Games
@CrossFitGames
·
Jul 3, 2022","“This memory is one to remember.”

Seventeen-year-old Emma Lawson had her sights set on an individual ticket to the 2022 NOBULL CrossFit Games and she earned it by winning the CrossFit Atlas Games Semifinal.",,4,27,264,['https://pbs.twimg.com/profile_images/654360047485513728/-pZGrVSW_bigger.png'],https://twitter.com/CrossFitGames/status/1543683165188915204
Runner's World,@runnersworld,2022-07-03T21:14:00.000Z,"Runner's World
@runnersworld
·
Jul 3, 2022","Ian Finestein, certified weightlifting and CrossFit coach, shows you how to do burpees—the right way.",,1,,5,['https://pbs.twimg.com/amplify_video_thumb/1541891399263686659/img/etDva1eubwi4HUGE.jpg'],https://twitter.com/runnersworld/status/1543704634707087361
Dave Harvey,@DaveHarvey17,2022-07-03T18:18:08.000Z,"Dave Harvey
@DaveHarvey17
·
Jul 3, 2022","Another day done in the office 

#crossfit",,,,3,['https://pbs.twimg.com/media/FWwu7cjaUAcVNe6?format=jpg&name=small'],https://twitter.com/DaveHarvey17/status/1543660377371996160
Medical Marijuana Program Connection,@MMPconnection,2022-07-03T23:32:58.000Z,"Medical Marijuana Program Connection
@MMPconnection
·
Jul 3, 2022","#cannabiscommunity #marijuana #cannabis CBD venture co-founded by BrewDog boss partners with Icelandic CrossFit star HBHM (Healthy Body Healthy Mind), which is based in Ellon, specialises in plant-based cannabidiol (CBD) oils, which are said to improve https://mmpconnect.com/?p=99876&utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost…",,,,1,['https://pbs.twimg.com/media/FWx2_dJWYAcnAnj?format=png&name=small'],https://twitter.com/MMPconnection/status/1543739609854709761
Fudgey,@SixFudgey,2022-07-03T21:51:18.000Z,"Fudgey
@SixFudgey
·
Jul 3, 2022","does doing CrossFit alone gains me muscle such as yours ? — Yes and no. Yes because as long as your sticking to heavy lifting and functional fitness while eating high calories, you certainly will be building muscle. But no because…",🚀,,,,[],https://twitter.com/SixFudgey/status/1543714022159253505
Laughing Squid,@LaughingSquid,2022-07-03T17:00:00.000Z,"Laughing Squid
@LaughingSquid
·
Jul 3, 2022",Friendly Cat Gives Encouraging High Fives to Crossfit Gym Members as They Run Past,,,,3,[],https://twitter.com/LaughingSquid/status/1543640716034953218
Crossfit Alma,@Crossfit_Alma,2022-07-04T22:28:47.000Z,"Crossfit Alma
@Crossfit_Alma
·
Jul 4, 2022","Dónde cresta están los líderes sociales, los sindicatos, organizaciones en general. El país se cae a pedazos, inflación tremenda, combustible ya llegando a 1300, kerosene casi a luca, alimentos 20 a 40% más.
La clase media y obrera será la más afectada por todas las reformas",⬇,3,16,34,[],https://twitter.com/Crossfit_Alma/status/1544085842821427201
BelénSauco,@BelenSauco,2022-07-04T23:30:03.000Z,"BelénSauco
@BelenSauco
·
Jul 4, 2022",Crossfit me reinicia la vida ,💛,,,,[],https://twitter.com/BelenSauco/status/1544101263008301057
Wemerson,@weerss,2022-07-04T23:30:49.000Z,"Wemerson
@weerss
·
Jul 4, 2022",Fotinha de pré treino,,2,1,135,['https://pbs.twimg.com/media/FW3AFqZXoAI6FuS?format=jpg&name=small'],https://twitter.com/weerss/status/1544101455895953410
james Johnson,@JamesJo20567916,2022-07-04T22:38:41.000Z,"james Johnson
@JamesJo20567916
·
Jul 4, 2022",Hang son the of bicth from   tell tree ever buddy  can see whey for them do do this,,,1,2,[],https://twitter.com/JamesJo20567916/status/1544088334825406466
Lebanese,@lebanesedurant,2022-07-04T22:58:18.000Z,"Lebanese
@lebanesedurant
·
Jul 4, 2022",Mis tres estados en CrossFit:,,,,22,"['https://pbs.twimg.com/media/FW24o7LXgAAF0Gv?format=jpg&name=small', 'https://pbs.twimg.com/media/FW24o7LWAAEMB_a?format=jpg&name=small', 'https://pbs.twimg.com/media/FW24o7LXwAIdtrh?format=jpg&name=small']",https://twitter.com/lebanesedurant/status/1544093273530286080
ciel ):),@urbanang3l2000,2022-07-04T22:25:11.000Z,"ciel ):)
@urbanang3l2000
·
Jul 4, 2022",and when i make nick a crossfit bro in my next au and y’all hate me then what,,2,,4,[],https://twitter.com/urbanang3l2000/status/1544084936528896001
Lisette I. Acevedo,@LisetteIvelisse,2022-07-04T22:57:09.000Z,"Lisette I. Acevedo
@LisetteIvelisse
·
Jul 4, 2022",Introducing…the cast of The Real Husbands of CrossFit!!  @ Haines City,❤,,,,[],https://twitter.com/LisetteIvelisse/status/1544092984274296834
Dindi do Beico,@crisspagc,2022-07-04T22:03:57.000Z,"Dindi do Beico
@crisspagc
·
Jul 4, 2022",Pós treino dos campeões,,,,9,['https://pbs.twimg.com/media/FW2sM8pXEAEv0wp?format=jpg&name=900x900'],https://twitter.com/crisspagc/status/1544079593212084227
malelaure,@Malenaalmarza,2022-07-04T23:10:25.000Z,"malelaure
@Malenaalmarza
·
Jul 4, 2022",Que finde a puro Crossfit,,,,,[],https://twitter.com/Malenaalmarza/status/1544096320130015232
Pip,@PipSlayer33,2022-07-04T22:08:14.000Z,"Pip
@PipSlayer33
·
Jul 4, 2022",This is the whey.,⚡,,3,5,[],https://twitter.com/PipSlayer33/status/1544080674063269889
Liliane,@liloocs,2022-07-04T22:31:35.000Z,"Liliane
@liloocs
·
Jul 4, 2022",Fiz crossfit depois de anos. Foi horrível. Amanhã vou de novo.,,2,,16,[],https://twitter.com/liloocs/status/1544086548844617731
Filipe Dias,@filipe_cbdias,2022-07-04T23:47:35.000Z,"Filipe Dias
@filipe_cbdias
·
Jul 4, 2022","O zagueiro Maicon participou das atividades do treino desta segunda feira, e deve ficar à disposição do técnico Fabián Bustos, para o jogo contra o Deportivo Tachira da Venezuela, na Vila Belmiro.",,2,3,15,['https://pbs.twimg.com/media/FW3D7ZqXwAAT5nb?format=jpg&name=small'],https://twitter.com/filipe_cbdias/status/1544105676162711554
RICARDO LOBO,@ricardo_slobo,2022-07-04T22:36:29.000Z,"RICARDO LOBO
@ricardo_slobo
·
Jul 4, 2022","Tarde muito bacana acompanhando o o treino do CAP e o trabalho da 
@Monivilela
 !",🌪,,2,204,['https://pbs.twimg.com/media/FW2zpyMXkAAsEdv?format=jpg&name=small'],https://twitter.com/ricardo_slobo/status/1544087780741054465
whoiskrista,@knownasjuly,2022-07-04T23:52:56.000Z,"whoiskrista
@knownasjuly
·
Jul 4, 2022",Back at CrossFit because my belly could never stay flat.,,,,,[],https://twitter.com/knownasjuly/status/1544107020298715137
Paulinho,@pauloruanliima,2022-07-04T22:54:55.000Z,"Paulinho
@pauloruanliima
·
Jul 4, 2022",Estou tão delicinha pós treino de cueca slip ,🥵,4,,19,[],https://twitter.com/pauloruanliima/status/1544092418240299008
solzinha,@estreladevinho,2022-07-04T22:30:33.000Z,"solzinha
@estreladevinho
·
Jul 4, 2022",beijo sabor whey protein,,1,1,4,[],https://twitter.com/estreladevinho/status/1544086289611472899
gilmares rasos,@gilmardex,2022-07-04T23:15:41.000Z,"gilmares rasos
@gilmardex
·
Jul 4, 2022","hoje foi meu primeiro dia no crossfit e o coach disse que o meu air squat era excelente, que eu era quase um rx... mas só deus sabe o que significa tudo isso",,1,,8,[],https://twitter.com/gilmardex/status/1544097648403267587
Pai de Tita,@ferspinheiro,2022-07-04T23:45:38.000Z,"Pai de Tita
@ferspinheiro
·
Jul 4, 2022",Fiz hoje a primeira aula do crossfit sem ser as de iniciante. Achei que ia morrer,,1,1,8,[],https://twitter.com/ferspinheiro/status/1544105185559154689
elfo q cansou de trabalha,@Gabireisss3,2022-07-04T23:50:27.000Z,"elfo q cansou de trabalha
@Gabireisss3
·
Jul 4, 2022",Eu n aguento mais o sabor desse whey,,1,,2,[],https://twitter.com/Gabireisss3/status/1544106394512769024
eliasamuiᶜʳᶠ,@REFREZH7,2022-07-04T22:38:14.000Z,"eliasamuiᶜʳᶠ
@REFREZH7
·
Jul 4, 2022","Twitter full puto com a nfa : 

Thurzin dando booyah no treino : ",😡 🤬 😡 😠 😄 😁 😆 😅,4,,32,[],https://twitter.com/REFREZH7/status/1544088223500193794
boqli,@boqli1,2022-07-04T21:48:09.000Z,"boqli
@boqli1
·
Jul 4, 2022","Dymatize ISO100 Hydrolyzed Protein Powder, 100% Whey Isolate Protein, 25g of Protein, 5.5g BCAAs, Glu
$24.97 ($1.11 / Ounce)",,,,,[],https://twitter.com/boqli1/status/1544075618962362369
hsa,@ehmeeko,2022-07-04T22:18:57.000Z,"hsa
@ehmeeko
·
Jul 4, 2022","i know these bitches in the gym are tired of me doing my crossfit workouts, i can feel it",,,,6,[],https://twitter.com/ehmeeko/status/1544083368383356928
Planeta do Futebol,@futebol_info,2022-07-04T22:54:13.000Z,"Planeta do Futebol
@futebol_info
·
Jul 4, 2022","“Thiago Neves fazia resenha na minha casa e só me avisava no dia, faltando pouco tempo. Já chegava lá em casa depois do treino com um monte de bebida e buffet pronto. Nunca vi isso, era loucura. Como falava ‘não’?”

 Rafael Sobis, em live com Thiago Neves e Fred.
 Reprodução",🌎 🎙 📸,40,158,"3,231","['https://pbs.twimg.com/media/FW23qTWWQAActsH?format=jpg&name=small', 'https://pbs.twimg.com/media/FW23qTVXoAI15Zb?format=jpg&name=small', 'https://pbs.twimg.com/media/FW23qggWIAEiCD8?format=jpg&name=360x360']",https://twitter.com/futebol_info/status/1544092244877234176
Ayarla,@ayarlasouza,2022-07-04T22:22:34.000Z,"Ayarla
@ayarlasouza
·
Jul 4, 2022","Treino de hoje, o próximo é só mês que vem kkkkk",,12,34,945,['https://pbs.twimg.com/media/FW2wdJLXwAEAUzp?format=jpg&name=small'],https://twitter.com/ayarlasouza/status/1544084281152180229
LeL_Fontenele ᶜˢᶜ,@lelfontenele,2022-07-04T23:55:40.000Z,"LeL_Fontenele ᶜˢᶜ
@lelfontenele
·
Jul 4, 2022","Rapaz, uma infestação de cabelim de tom holand na academia. Sinal de treino enganchado. ",🏆 🏆 🏆 🤢,,1,26,[],https://twitter.com/lelfontenele/status/1544107709594832896
Active Life Essentials,@ActiveLifeEssen,2022-07-04T22:32:23.000Z,"Active Life Essentials
@ActiveLifeEssen
·
Jul 4, 2022","T-REX CAN'T DO PUSH-UPS Adult Unisex T-shirt / Funny Work Out, Cross Fit, Crossfit, Pushups Fitness Shirt, Black, Large |",,,,,[],https://twitter.com/ActiveLifeEssen/status/1544086748891820032
Celso Foster,@CelsoFoster,2022-07-04T23:30:49.000Z,"Celso Foster
@CelsoFoster
·
Jul 4, 2022","Surfing, skate, bici, crossfit, calistenia",,,,1,[],https://twitter.com/CelsoFoster/status/1544101454755119104
Anthony Gómez CAMPEÓN,@AnthonyGomez05,2022-07-04T22:41:35.000Z,"Anthony Gómez CAMPEÓN
@AnthonyGomez05
·
Jul 4, 2022","Lunes de pecho. (@ Steel Factory Crossfit in Santo Domingo, Distrito Nacional)",🐯 💙 👑,,,,['https://pbs.twimg.com/card_img/1626182984343732224/o7KJLyST?format=png&name=240x240'],https://twitter.com/AnthonyGomez05/status/1544089063078199296
Buoy Bowls,@BuoyBowls,2022-07-04T23:03:18.000Z,"Buoy Bowls
@BuoyBowls
·
Jul 4, 2022","TMRW 
 (1/3) 10-3pm @ CrossFit Shoofly (405 Broad St, 27526)
 (2/3) 10-3pm @ Crunch Fitness Creedmoor (6300 Creedmoor Rd, 27612) 
@SFFRaleigh",🗓 🗓,,,1,[],https://twitter.com/BuoyBowls/status/1544094531272032262
Slicker Rik,@roddyrika,2022-07-04T21:53:55.000Z,"Slicker Rik
@roddyrika
·
Jul 4, 2022",This whey protein I just had was nasty,,,,,[],https://twitter.com/roddyrika/status/1544077067502878721
Anita,@curlystrawhat,2022-07-04T22:48:10.000Z,"Anita
@curlystrawhat
·
Jul 4, 2022",Just got home from crossfit and i’m so lazy i dont want to shower someone smack me!,🌸 🌸 😭 😭,1,,1,[],https://twitter.com/curlystrawhat/status/1544090720801259522
Murilo Dias,@mmurilodias,2022-07-04T23:28:42.000Z,"Murilo Dias
@mmurilodias
·
Jul 4, 2022","Sobre Giovani, para os que perguntam, o status oficial segue: ""Em recuperação de uma entorse no tornozelo direito"".

Seu último treino com o elenco do Palmeiras foi no começo de maio. Ele passou por cirurgia no tornozelo no dia 12/5 e é desfalque desde então.",,12,17,419,['https://pbs.twimg.com/media/FW2_l0NXEAEmzR1?format=jpg&name=small'],https://twitter.com/mmurilodias/status/1544100921034084354
Gêra Lobo,@gerinha_lobo,2022-07-04T22:20:43.000Z,"Gêra Lobo
@gerinha_lobo
·
Jul 4, 2022","Novos reforços, Thiago Galhardo e Lucas Sasha fizeram seu primeiro treino pelo 
@FortalezaEC
 nesta segunda-feira.

Vale lembrar que eles estarão aptos para estrear a partir do dia 18 de julho, quando abrem os registros de novos reforços.

 Karim Georges/FEC",📷,2,4,108,"['https://pbs.twimg.com/media/FW2wCrxXEAM4yur?format=jpg&name=small', 'https://pbs.twimg.com/media/FW2wCrkWQAgPeSY?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW2wCrmWIAI5xyM?format=jpg&name=360x360']",https://twitter.com/gerinha_lobo/status/1544083812602331138
CRF,@CRFsports,2022-07-04T23:56:16.000Z,"CRF
@CRFsports
·
Jul 4, 2022","Flamengo finaliza treino desta segunda com foco no jogo contra o Tolima

#CRF 

https://flamengorj.com.br/noticia/flamengo-finaliza-treino-desta-segunda-com-foco-no-jogo-contra-o-tolima…",⚽,,,23,[],https://twitter.com/CRFsports/status/1544107859746635776
Marquinhos Assunçãoᶜʳᶠ,@MarquinhosAssu2,2022-07-04T23:25:11.000Z,"Marquinhos Assunçãoᶜʳᶠ
@MarquinhosAssu2
·
Jul 4, 2022",Goleiros rubronegros em ação no treino de hoje !!,🚩 🏴 🧤 ⚽ 📸,,,36,"['https://pbs.twimg.com/profile_images/1623517107383152641/nUsey9Eo_mini.jpg', 'https://pbs.twimg.com/media/FW24cqSXwAANS3x?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW24cz7XEAcTvhl?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW24dIMWQAcHMEx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW24demXkAs7WS-?format=jpg&name=360x360']",https://twitter.com/MarquinhosAssu2/status/1544100036610490368
𝘗𝘛𝘋,@palmeirasptd,2022-07-04T23:24:55.000Z,"𝘗𝘛𝘋
@palmeirasptd
·
Jul 4, 2022",Vídeo: veja como foi o treino de reapresentação do Palmeiras https://ptd.verdao.net/video-veja-como-foi-o-treino-de-reapresentacao-do-palmeiras/…,,,1,26,[],https://twitter.com/palmeirasptd/status/1544099970587975680
Jenni Tilton-Flood (She/Her/Dairy Farmer),@jtiltonflood,2022-07-04T23:10:58.000Z,"Jenni Tilton-Flood (She/Her/Dairy Farmer)
@jtiltonflood
·
Jul 4, 2022","Dear Cheesus,
Give me strength and show me the whey to keep me from engaging with a narcissistic, egotist who continues to use fear mongering, food insecurity, and manipulation of facts to forward their own agenda and feed their ego instead of feeding people.",,3,,16,[],https://twitter.com/jtiltonflood/status/1544096459108253699
THE GOOD LIFE,@goodlife,2022-07-04T23:03:50.000Z,"THE GOOD LIFE
@goodlife
·
Jul 4, 2022","Here's the six-time CrossFit Games athlete's ""low-effort"" strategy for keeping his physique on-point for summer.",,,,,[],https://twitter.com/goodlife/status/1544094664927723520
Central LØS | Paródia,@centrallosgg,2022-07-04T21:35:04.000Z,"Central LØS | Paródia
@centrallosgg
·
Jul 4, 2022","Vão assistir o treino da Dollars família.

Venha venha

https://youtu.be/BYa3ge1-HEQ",📌,,,10,[],https://twitter.com/centrallosgg/status/1544072327239016448
antonia,@antgvlr,2022-07-04T23:07:45.000Z,"antonia
@antgvlr
·
Jul 4, 2022","finalizamos mais um dia de treino e amanhã enfrentamos 
@TeamLiquidBR
 pela upper do #VCTGameChangers 

conto com a torcida de vcs ",👉 👈,9,,114,[],https://twitter.com/antgvlr/status/1544095651977461762
Confiança,@adc_confianca,2022-07-04T23:08:16.000Z,"Confiança
@adc_confianca
·
Jul 4, 2022","Na tarde de hoje, nosso elenco se reapresentou no Sabino e foi realizado um jogo-treino contra a equipe sub-20 do Falcon. +",,1,,38,['https://pbs.twimg.com/ext_tw_video_thumb/1544095364172726274/pu/img/0t6GOqZsFgRAPuFz.jpg'],https://twitter.com/adc_confianca/status/1544095779593265152
Coluna do Fla | Flamengo,@ColunadoFla,2022-07-04T23:26:39.000Z,"Coluna do Fla | Flamengo
@ColunadoFla
·
Jul 4, 2022",#Flamengo finaliza treino desta segunda com foco no jogo contra o Tolima,,1,1,47,[],https://twitter.com/ColunadoFla/status/1544100407672291328
Nayara Felizardo,@NayaraFelizardo,2022-07-04T23:24:02.000Z,"Nayara Felizardo
@NayaraFelizardo
·
Jul 4, 2022","Tá rolando um ""super treino"" com os marombas da academia e eu aqui, firme e fraca.",,,,11,['https://pbs.twimg.com/media/FW2-dWkWAAEITje?format=jpg&name=900x900'],https://twitter.com/NayaraFelizardo/status/1544099747379781632
Edmundo Alberto Steffen,@profedworld,2022-07-04T23:38:42.000Z,"Edmundo Alberto Steffen
@profedworld
·
Jul 4, 2022","Hoje fiz uso pela primeira vez da expressão ""treinando na força do ódio"" e meu Deus talvez tenha sido meu melhor treino da vida kkkkk só foi um problema para levantar o braço na hora de tomar banho",,1,,13,[],https://twitter.com/profedworld/status/1544103437515866112
Futebol Nostálgico mídias.,@FutebolMidias,2022-07-04T22:51:23.000Z,"Futebol Nostálgico mídias.
@FutebolMidias
·
Jul 4, 2022"," Julián Álvarez fez hoje seu último treino no River Camp, o jogador atendeu aos torcedores que foram se despedir dele.

 
@Sofitadicarlo_",🎥,1,2,39,[],https://twitter.com/FutebolMidias/status/1544091530947960833
Food Ingredients Bot,@IngredientsBot,2022-07-05T22:00:06.000Z,"Food Ingredients Bot
@IngredientsBot
·
Jul 5, 2022","""Fried Pork Skins"" (by Golden Flake Snack Foods, Inc.) 

       

Ingredients (21): Fried Pork Skins, Whey, Salt, Chili Pepper, Maltodextrin, Malic Acid, Lactose, Sodium Acetate, Monosodium Glutamate",🐖 🥛 🧂 🌶 🌽 🥥 🍬 🧪,1,,,[],https://twitter.com/IngredientsBot/status/1544441012331974658
(D)Descontos,@D_Descontos,2022-07-05T23:02:24.000Z,"(D)Descontos
@D_Descontos
·
Jul 5, 2022","OFERTA

•Kit Whey Protein 500g, BCAA 4,5 100g, Power Creatine 100g, Coqueteleira – Bodybuilders com 40% de desconto! 

 R$29,90. 

Link: https://shope.ee/9UO43Hl6JO",⚡ ⚡ 🏷,,,,['https://pbs.twimg.com/media/FW8DLFiXoAAJ2p9?format=jpg&name=small'],https://twitter.com/D_Descontos/status/1544456690925539328
Kimiko Ebata,@careercoachki,2022-07-05T22:58:29.000Z,"Kimiko Ebata
@careercoachki
·
Jul 5, 2022","How do you make #work meaningful?

Identify your core values by making a list of the sources of #meaning in your life. 

And ask ""Why?"" 

Ex:
Why is crossfit meaningful?
-I push myself.
Why?
-I value personal growth.
Why?

Do this 'til you get to ""This is who I am."" 

#tuesdaytip",,,1,1,[],https://twitter.com/careercoachki/status/1544455706576703489
Feio Silva,@maumauokkkkk,2022-07-05T22:16:12.000Z,"Feio Silva
@maumauokkkkk
·
Jul 5, 2022",eu sou frango pq nao tenho dinheiro pra comprar proteína ta muito caro,,3,2,7,[],https://twitter.com/maumauokkkkk/status/1544445064868376576
