,Palavra,Frequência
16898,fat…120,1
16899,24-48g,1
16900,additional,1
16901,owns,2
16902,petrol,1
16903,diesel,1
16904,ethanol,2
16905,cheese-making,1
16906,unfit,1
16907,consumption,2
16908,bbc,1
16909,authoritative,1
16910,…i,1
16911,beta-lactoglobulin,3
16912,percentage,1
16913,artifact,1
16914,bolum,1
16915,adverts,2
16916,frames,1
16917,confused,1
16918,yargi,1
16919,insist,2
16920,telling,4
16921,encounter,1
16922,2face,1
16923,agree,2
16924,arguing,2
16925,musicians,1
16926,footballers,1
16927,mikel,1
16928,pdf,2
16929,oral,1
16930,tolerability,1
16931,pilot,2
16932,cysteine,2
16933,criminal,1
16934,mocha,6
16935,39.99,2
16936,1.75,1
16937,seguid,1
16938,ekitipiknin,1
16939,shishi,1
16940,ekitipikin,2
16941,streets,3
16942,bean,5
16943,chalky,1
16944,downside,2
16945,entirely,4
16946,dug,1
16947,muffin,1
16948,colosseum,1
16949,player.phynation,1
16950,child,3
16951,unlearn,1
16952,checkup,1
16953,buffalo,4
16954,hoped,1
16955,perplexed,1
16956,fans…,1
16957,bisnaguinha,1
16958,learnt,1
16959,contagious,1
16960,dissolve,1
16961,glob,1
16962,tryna,1
16963,ginger,3
16964,caron,1
16965,//buff.ly/3c4yqbq,1
16966,hiking,1
16967,activelife,1
16968,fitsporation,1
16969,0.10,1
16970,//patreon.com/posts/49032843,1
16971,cf24,4
16972,funds,3
16973,olympics,2
16974,cf24_,2
16975,iq,1
16976,replacing,1
16977,~isocaloric,1
16978,cheez,1
16979,dis,1
16980,cone,1
16981,"₹1,599",1
16982,qty,1
16983,//fkrt.it/o,1
16984,4iwuuuun,1
16985,boyfriends,1
16986,mathewfras,1
16987,smiling,2
16988,guessing,1
16989,95mg,2
16990,caffeine,1
16991,absorbing,3
16992,23.72,1
16993,//amzn.to/3r2c6ew,1
16994,dozens,2
16995,dining,1
16996,anews,1
16997,exiting,1
16998,aunty,2
16999,33,4
17000,yr,3
17001,iya,1
17002,colored,2
17003,crossfit-inspired,2
17004,brutal—and,2
17005,hall,4
17006,famer,2
17007,bulkofficial,2
17008,munch,1
17009,barista,1
17010,//bulk.com/uk/nathan,1
17011,polimath,1
17012,badmedicaltakes,1
17013,226,1
17014,kcals,1
17015,"17,6g",1
17016,1.,2
17017,vogue,2
17018,sextas,1
17019,16:30,1
17020,goias,1
17021,1774,1
17022,gratis,3
17023,heinn,1
17024,horríveis,2
17025,sleepy,1
17026,poses,2
17027,dias…,1
17028,imaginava,1
17029,incorporado,1
17030,tocilizumabe,1
17031,inibe,1
17032,promove,1
17033,inflamação,1
17034,crônica,1
17035,associada,2
17036,mortalidade,1
17037,mm,1
17038,liquidificador,1
17039,futevôlei,1
17040,esporadicamente,1
17041,entonação,1
17042,resposta,2
17043,p/,5
17044,complementar,3
17045,iríamos,1
17046,ruim.,1
17047,rádio,3
17048,grenal,1
17049,agarre,1
17050,agarrando,1
17051,winter,3
17052,soldier,1
17053,printed,2
17054,sleeve,4
17055,captain,1
17056,civil,3
17057,tee,5
17058,nails,2
17059,styles,3
17060,jewerly,1
17061,artezinha,1
17062,losgrandesgg,1
17063,prometeram,1
17064,endorfina,1
17065,bateria,5
17066,-speaking,1
17067,myself-,1
17068,embarrassing,2
17069,nasa,2
17070,camera,1
17071,poking,1
17072,cardboard,2
17073,autores,1
17074,comparan,1
17075,respuesta,2
17076,serológica,2
17077,sujetos,1
17078,cepa,3
17079,vacunación,2
17080,vacunas,3
17081,produjeron,1
17082,fuerte,2
17083,conteúdo,3
17084,informando,1
17085,investindo,1
17086,ineficaz,1
17087,tentando,5
17088,reconectar,1
17089,bakiada,1
17090,rata,3
17091,inutil,1
17092,miserável,1
17093,kpop,3
17094,coreografias,1
17095,minimalistas,1
17096,garotada,1
17097,eslováquia,1
17098,canmnt,1
17099,alphonso,1
17100,davies,1
17101,estrela,1
17102,beauchamp,2
17103,marcosleonardo,1
17104,curtidas,2
17105,voltarei,1
17106,mensalidade,3
17107,lookinho,1
17108,pagos,1
17109,corno,1
17110,privadinha,1
17111,podo,1
17112,síndico,1
17113,república,1
17114,shapado,1
17115,squadra,1
17116,"229,99",2
17117,"101,99",2
17118,aplicar,2
17119,bemvindo15,2
17120,//bityli.com/ltfgvxx,1
17121,mudei,2
17122,macetada,1
17123,básicas,1
17124,xixizinho,1
17125,válido,3
17126,imprimir,1
17127,milan,1
17128,puma,2
17129,iconic,3
17130,349,1
17131,"152,99",1
17132,bemvindo15lf,1
17133,//bit.ly/3ugcbol,1
17134,sumiço,1
17135,hje,1
17136,morro,2
17137,enormeeeeeee,1
17138,enjoo,1
17139,imenso,2
17140,começaremos,1
17141,azul,9
17142,//bityli.com/lpthiboy,1
17143,cagada,3
17144,aba,2
17145,olugbede,1
17146,1500,2
17147,conseguiu,5
17148,giro,1
17149,sofrem,1
17150,executar,3
17151,movimento,4
17152,grillos,1
17153,diabolical,1
17154,hypertrophy,6
17155,westbrook,1
17156,davis,1
17157,tome,3
17158,avente,1
17159,apestosa,1
17160,¿es,1
17161,negocio,1
17162,evolui,1
17163,jus,2
17164,dirty,2
17165,ych,1
17166,fi,6
17167,logró,4
17168,4…,1
17169,vamospormas,3
17170,jhope,3
17171,mirroed,3
17172,0.50x,3
17173,0.75x,3
17174,1.0x,3
17175,kpopk,3
17176,reflects,1
17177,muscleandfitness,1
17178,musclefitness,1
17179,thrive,5
17180,-five-time,1
17181,award,4
17182,-six-time,1
17183,-fittest,1
17184,45-49,1
17185,gam…,1
17186,garagegym,6
17187,garagegymlife,3
17188,dó,1
17189,fabinho,3
17190,capitão,1
17191,arrastrando,1
17192,cez,1
17193,nincompoops,2
17194,dicks,4
17195,heave,2
17196,treated,3
17197,rash,2
17198,coating,3
17199,lamance,1
17200,memphis,3
17201,crossfitgym,1
17202,206,1
17203,patterson,2
17204,ave.,1
17205,streetphotography,2
17206,memphis901,1
17207,ere,1
17208,twattering,1
17209,bards,1
17210,twitterlitter,1
17211,druidia,1
17212,floatsleep,1
17213,suppertide,1
17214,souvenir,1
17215,charlatan,1
17216,mall,1
17217,jointly,1
17218,kem,1
17219,gently,1
17220,darkenings,1
17221,regal,2
17222,etrog,1
17223,walloon,1
17224,royal,1
17225,macaw,1
17226,lembrei,2
17227,pérola,1
17228,colega,1
17229,jiu-jitsu,2
17230,trocávamos,1
17231,sensei,2
17232,flavin,1
17233,comprado,3
17234,pães,1
17235,2-1,1
17236,robertcjames14,1
17237,stata,1
17238,fottutissima,2
17239,macumba,2
17240,mentalist,1
17241,colpire,2
17242,uomo,2
17243,giovane,1
17244,gigi,1
17245,alessio,1
17246,lmk,1
17247,elevação,5
17248,pélvica,3
17249,latejando,1
17250,esteira,2
17251,3.5km,1
17252,contar,4
17253,bobeira,2
17254,chover,2
17255,vinho,2
17256,venir,1
17257,cabeza,2
17258,ianus,1
17259,dreampod9,1
17260,obtuvo,1
17261,licencia,1
17262,cyberpunk,2
17263,r.,1
17264,talsorian,1
17265,noventero,1
17266,mashup,1
17267,vampiros,1
17268,portada,1
17269,cheesy,2
17270,incluída,1
17271,matricular,1
17272,enjoado,2
17273,vtnc,3
17274,cancela,1
17275,greta,2
17276,plantando,1
17277,abóboras,1
17278,orgânicas,1
17279,façam,5
17280,apostas,1
17281,//twitter.com/corareillybr/status/1574908227661225987…,1
17282,sabado,1
17283,+ou-,1
17284,1o,2
17285,foro,2
17286,amexitec,2
17287,cárnica,2
17288,sustentabilidad,1
17289,inocuidad,1
17290,octubre,2
17291,reúne,2
17292,principales,2
17293,regístrate,1
17294,//comecarne.org/foro-amexitec/,1
17295,russ,1
17296,jta,1
17297,nunn,1
17298,falaram,3
17299,fio,2
17300,interacción,1
17301,medicamentos,2
17302,actúa,1
17303,medicinas,1
17304,afecciones,1
17305,¿cómo,2
17306,//ow.ly/kcua50kuexb,1
17307,monkfish,1
17308,twelve,3
17309,waterfront,1
17310,portland,1
17311,twelvemaine,1
17312,conjunto/amistoso,1
17313,28.09,1
17314,palapanini,1
17315,milano,2
17316,amistoso,6
17317,abertas,1
17318,informado,2
17319,pondering,1
17320,orb,1
17321,esquisito,1
17322,independente,2
17323,fragilidade,1
17324,juventude,1
17325,partidas,2
17326,arias,2
17327,xavier,2
17328,ganso,2
17329,pareceu,1
17330,hhaa40,1
17331,midatlanticswim,1
17332,usaswimming,1
17333,cfgeneration,1
17334,hh_athletics_,1
17335,horsham_pa,1
17336,hh_schools,1
17337,perdeu,4
17338,iran,2
17339,shayan,2
17340,treino.agora,1
17341,onda,3
17342,copiem,1
17343,músculos.sério,1
17344,torce,1
17345,wheys,1
17346,co,5
17347,hol,1
17348,grupinho,1
17349,eleição,2
17350,participei,1
17351,enquetes,1
17352,confiáveis,1
17353,lulinha,1
17354,dono,4
17355,friboi,1
17356,uniformizado,1
17357,curiosamente,1
17358,silêncio,1
17359,imperou,1
17360,reverselunge,1
17361,//youtu.be/xrpteyqlgao,1
17362,10min,2
17363,aeróbico,3
17364,professores,3
17365,acontecendo,1
17366,pena…,1
17367,regresar,1
17368,treinado,1
17369,conversión,1
17370,mms,1
17371,checo,2
17372,barata,1
17373,comparación,1
17374,mmdas,1
17375,hater,1
17376,£=,2
17377,21.86,1
17378,£,1
17379,327.9,1
17380,100gr,1
17381,327,1
17382,6=,1
17383,"1,967.4",1
17384,brent,2
17385,fikowski,4
17386,vellner,3
17387,//rxrealm.com/blog/brent-fikowski-and-patrick-vellner-2022-crossfit-games-athlete-studies/…,1
17388,besides,3
17389,halo,2
17390,//twitch.tv/pistolitime,1
17391,apexlegendsclips,1
17392,haloinfinite,1
17393,xbox,1
17394,6h,2
17395,passagem,2
17396,sp,2
17397,chapecó,1
17398,ecbahia,2
17399,pardal,1
17400,renova,1
17401,gorfa,1
17402,longo,2
17403,melhora,3
17404,horroroso,1
17405,liderado,1
17406,jogo/treino,1
17407,davidluiz_4,1
17408,ribas,1
17409,segundos,1
17410,toman,1
17411,passe,2
17412,canaldolessa,1
17413,sfh,1
17414,adianta,2
17415,rocha,1
17416,sozinho,1
17417,veronica,4
17418,gabrielly,5
17419,//instagram.com/reel/cjetenfg7sn/,1
17420,aterrorizar,1
17421,finais,1
17422,seriedade,1
17423,cachaça,1
17424,taças,1
17425,vamoooooo,2
17426,srn,1
17427,4ª-feira,1
17428,thaciano,3
17429,condições,3
17430,atuar,2
17431,guardado,1
17432,2°t,1
17433,lágrimas,3
17434,revelou,1
17435,punho,1
17436,arremesso,1
17437,ficasse,2
17438,kylegoon,1
17439,ayúdanos,2
17440,"8,50bs",1
17441,pedimos,1
17442,completar,2
17443,hicimos,2
17444,drenaje,1
17445,pericárdico,1
17446,salvarla,1
17447,minalimenven,1
17448,rubros,1
17449,municipios,1
17450,cedeño,1
17451,caroní,1
17452,angostura,1
17453,orinoco,1
17454,sifontes,1
17455,28sep,1
17456,sairá,1
17457,machucou,2
17458,trmineirao,1
17459,neoquimicaarena,1
17460,periodo,1
17461,almacena,1
17462,modo,2
17463,grasas,1
17464,necesria,1
17465,depende,2
17466,sexo,3
17467,actividad,4
17468,¿cuánta,1
17469,//ow.ly/illo50kw2xe,1
17470,juli,1
17471,dailycheese,1
17472,begins,3
17473,xynotyro,1
17474,vtubersen,1
17475,vtuber,1
17476,envtuber,1
17477,vtubersuprising,1
17478,vtubers,1
17479,oyinbo,2
17480,gofundme,1
17481,scamming,1
17482,9/30/22,1
17483,1000m,3
17484,-directly,1
17485,into-,1
17486,bear,8
17487,after-school,1
17488,daycare,1
17489,circles,2
17490,walls,1
17491,bytown,1
17492,beneficial,1
17493,//pune.media/whey-protein-beneficial-even-outside-the-gym/…,1
17494,//fitnomics.com,1
17495,hmmmm,2
17496,29/09,1
17497,manha,2
17498,tornei,1
17499,solids,2
17500,protects,2
17501,taklamakan,1
17502,desert,1
17503,corruption,1
17504,idolo,1
17505,líder,1
17506,jetlag,1
17507,zoado,1
17508,scrims,1
17509,counter,1
17510,sup,2
17511,matchup,1
17512,discutivelmente,1
17513,suporte,1
17514,fncwin,1
17515,admire,2
17516,camila,1
17517,2004,3
17518,fx,1
17519,camila_almeida_gym,1
17520,câmeras,1
17521,preparados,3
17522,kine,2
17523,朝食,1
17524,白滝入り味噌汁,1
17525,300mlの水,1
17526,煮干し1つかみ入れて3分レンチン,1
17527,具は豆腐半丁、油揚げ1枚、小松菜1房、味噌大さじ1、ニンニク1かけ、白滝180g、オリーブオイル10ml,1
17528,白滝以外は一口サイズ,1
17529,油以外入れて2分レンチン,1
17530,油かけ完成,1
17531,おうちごはん,1
17532,朝活,1
17533,protéine,1
17534,蛋白质,1
17535,dànbáizhì,1
17536,sequencia,1
17537,tomaselli,1
17538,avisar,1
17539,8h45,1
17540,sigam,2
17541,perderem,1
17542,wseries,1
17543,singaporegp,1
17544,wseriessingapore,1
17545,notou,1
17546,betfair_net,1
17547,crefisa/fam,1
17548,patrocinadora,1
17549,cimedremedios,1
17550,betfair,1
17551,surgiu,2
17552,cimed,1
17553,preocupe,1
17554,vergonhoso,1
17555,gordon-tari-jabari,1
17556,kpj-jalen-sengun,1
17557,37-13,1
17558,condá,1
17559,chape,2
17560,alessandra,1
17561,seidel/acf,1
17562,vempraarena,1
17563,tl,2
17564,llamado,1
17565,~69,1
17566,palos,1
17567,ahorita,1
17568,tienda,1
17569,descuento,1
17570,~62,1
17571,cagalhão,1
17572,luta,4
17573,combate,2
17574,fabriciowerdum,1
17575,detank_pistons,1
17576,reparou,1
17577,cade,3
17578,bojan,2
17579,livers,1
17580,duren,1
17581,killian,1
17582,diallo,1
17583,bey,1
17584,bagley,1
17585,stew,2
17586,confirma,2
17587,acciones,1
17588,aduanero,2
17589,ipiales,1
17590,aprehendió,1
17591,70.800,1
17592,dietarios,1
17593,cuales,1
17594,contaban,1
17595,documentación,1
17596,acreditará,1
17597,introducción,1
17598,territorio,1
17599,diosypatría,1
17600,esunhonorserpolicía,1
17601,independiente,1
17602,encerra,1
17603,arnaldojribeiro,1
17604,dúvidas,2
17605,machucados,2
17606,sleeveless,1
17607,//sportfitnesslifestyle.com/men-quick-dry-fitness-compression-sleeveless-breathable-sports-shirt/…,1
17608,rainbow,1
17609,sherbet,1
17610,eleições,2
17611,abdomen,3
17612,torns,1
17613,drharusakamoto,1
17614,healthandhealing,1
17615,knowitforyourlife,1
17616,apart,1
17617,employees,3
17618,cheese/curds,1
17619,beautyqueen,1
17620,beautyaddict,1
17621,waterproof,4
17622,crossbody,1
17623,//easybuyngo.com/waterproof-crossbody-bag/…,1
17624,hwon,2
17625,20.09.22,1
17626,praticar,1
17627,ótimo,3
17628,++,1
17629,×pandi,1
17630,훤,1
17631,킹덤,1
17632,キングダム,1
17633,kingdom_gfent,1
17634,retornos,1
17635,piquerez,2
17636,chegaram,2
17637,sons,1
17638,filhas,1
17639,taz,3
17640,//etsy.me/3uw8r0a,1
17641,moreisbetter,1
17642,buen,4
17643,//vm.tiktok.com/zmflcwyb6/,1
17644,silas,1
17645,jeitos,1
17646,braz,1
17647,sub-19,1
17648,damm,1
17649,espanha,9
17650,jhonson,1
17651,dudinha,1
17652,cfdamm,1
17653,bienvenida,1
17654,pasos,2
17655,adelgazar,1
17656,tomarte,1
17657,cucharada,1
17658,2.,1
17659,vas,2
17660,engorda,2
17661,3.,1
17662,metabolismo,1
17663,//twitter.com/alise_4543/status/1575868598429814784…,1
17664,environment,4
17665,innovative,1
17666,attracting,1
17667,//buff.ly/3usvjbv,1
17668,gymlover,4
17669,gymst,1
17670,//youtu.be/1m_0jx_hbqu,1
17671,chicoooos,1
17672,cometa,1
17673,halley,1
17674,mandaron,1
17675,justo,2
17676,profe,2
17677,pendejo,1
17678,clava,1
17679,mirada,1
17680,culo,2
17681,tenia,2
17682,manchado,1
17683,elijo,1
17684,viernesdememe,1
17685,genéticas,1
17686,crispr,1
17687,cas9,1
17688,lograron,1
17689,permanentes,1
17690,cas13,1
17691,//bit.ly/3ruvnla,1
17692,apeguei,1
17693,visão,3
17694,gostosos,1
17695,bocho,1
17696,17hs,1
17697,bocajrsgaming,1
17698,feelthefusion,1
17699,fusionfsgg,1
17700,chata,3
17701,minha…,1
17702,o…,1
17703,carbo…,1
17704,obcecado,1
17705,experiment-,1
17706,replace,1
17707,sucks,1
17708,seriamente,2
17709,chovendo,1
17710,aqui…,1
17711,sábado…,1
17712,mimir,1
17713,nikão,1
17714,arboleda,1
17715,possa,1
17716,30sep,2
17717,elorinocoyelmagdalena,2
17718,planta,1
17719,2500,1
17720,naguanagua,1
17721,26.19,2
17722,//amzn.to/3srhexp…,1
17723,city_dodgecity,1
17724,hilmarcheese,1
17725,600m,1
17726,investment,3
17727,jumpstart,1
17728,exciting,4
17729,stfu,2
17730,housemates,1
17731,reaction,2
17732,groophy,1
17733,groovymono𓃵,1
17734,gaggle,1
17735,alpharetta,1
17736,//twitter.com/christi02127678/status/1576149088281972736…,1
17737,turrible,1
17738,2pullclub,1
17739,apertar,1
17740,papi,1
17741,5.0-star,1
17742,lisa,1
17743,144.6,1
17744,easing,1
17745,sustains,1
17746,malibu,1
17747,tosedera,1
17748,falindo,1
17749,counts,2
17750,peer,1
17751,arqfit,1
17752,//bit.ly/3rhqfab,1
17753,notice,1
17754,interested,4
17755,constant,2
17756,variance,1
17757,concealing,1
17758,·,4
17759,musculacao,1
17760,arouche,1
17761,//instagram.com/p/cjlyb6zp1kf/,1
17762,continued,2
17763,baffled,1
17764,trial,4
17765,guzzling,1
17766,immediately,4
17767,anxiety,3
17768,spraying,1
17769,axe,2
17770,spray,1
17771,crossfit.,2
17772,selfie,3
17773,20-25g,1
17774,iced,2
17775,frappe,1
17776,crash,3
17777,unfamiliar,1
17778,competitor,4
17779,recovered,2
17780,thoughts,2
17781,none,2
17782,intensity,6
17783,emotionally,1
17784,invested,2
17785,prettiest,1
17786,wing,2
17787,bioidentical,1
17788,catching,2
17789,answers,1
17790,existential,1
17791,privilege,1
17792,27.65,2
17793,//amzn.to/3fbl2r9…,1
17794,mh,2
17795,top-level,1
17796,zack,1
17797,george,6
17798,unpacks,1
17799,crossfit-curious,1
17800,well-chalked,1
17801,veteran,3
17802,associate,1
17803,stain,1
17804,intervene,1
17805,wwii,2
17806,jews,2
17807,millions,1
17808,notwithstanding,1
17809,aloha,1
17810,03,1
17811,octobre,1
17812,strasbourg,1
17813,alsace,1
17814,//bit.ly/3fxml8c,1
17815,neutral,2
17816,incident,1
17817,ferments,1
17818,pickled,1
17819,nads,1
17820,bloatmeal,1
17821,xx,1
17822,thoroughly,2
17823,anti-nutrients,1
17824,drizz,1
17825,optional,1
17826,blubs,1
17827,nanas,1
17828,chutiyee,1
17829,plzz,1
17830,fridays,3
17831,emom30,1
17832,6-22lbs,1
17833,5-22.5,1
17834,8-25,1
17835,6-27,1
17836,5-30,1
17837,tiny,2
17838,trusttheprocess,1
17839,//twitter.com/gentledaniel01/status/1576681495237840896…,1
17840,terrified,2
17841,democracy,1
17842,danger,2
17843,barbend,72
17844,imported,1
17845,appaz,1
17846,balanced,2
17847,hyperig,2
17848,pl100,2
17849,infections,1
17850,illnesses,1
17851,//beyondigy.com,2
17852,angriest,1
17853,retell,1
17854,grail,1
17855,quest,3
17856,pinnacle,1
17857,creative,3
17858,morgan,1
17859,faye,1
17860,illegal,6
17861,brendan,1
17862,mcneirney,1
17863,mecklenburg,1
17864,1-dimentional,1
17865,stagnate,1
17866,fully,1
17867,particularly,1
17868,stages,2
17869,non-denatured,1
17870,cells,2
17871,oxidative,2
17872,cystine-rich,1
17873,immunocal®,2
17874,onset,1
17875,prevents,1
17876,spinal,1
17877,cord,1
17878,depletion,1
17879,hsod1g93a,1
17880,mouse,2
17881,amyotrophic,1
17882,sclerosis,1
17883,1lb,3
17884,joor,1
17885,barney,3
17886,yiino,1
17887,astronaut,1
17888,tequila,1
17889,ping-pong,1
17890,tables,1
17891,chairs,1
17892,equity-incentivized,1
17893,fast-growing,1
17894,closer,1
17895,hilmar,1
17896,western,1
17897,facility,1
17898,investments.,1
17899,chenamit,1
17900,contractor,1
17901,payments,2
17902,b2b,1
17903,riddle,1
17904,gostaram,1
17905,03/10,2
17906,ranboo,1
17907,horchata,1
17908,taffarel,1
17909,klopp,2
17910,verdadeira,1
17911,mistura,2
17912,milão,1
17913,interbarça,1
17914,cogidon,1
17915,ensalada,1
17916,poca,1
17917,aderezo,1
17918,smartwatch,2
17919,diciéndote,1
17920,gastas,1
17921,tampoco,1
17922,planificar,1
17923,rutina,4
17924,cardiovascular,1
17925,paciente,4
17926,probablemente,1
17927,micro-ondas,1
17928,vm,2
17929,prometo,5
17930,tink,1
17931,idiat,1
17932,nutten,1
17933,heap,1
17934,powerful,5
17935,conciliar,2
17936,putzzzzz,1
17937,muitooo…,1
17938,resistência,2
17939,movimentos,6
17940,evan,1
17941,mobley,1
17942,jogará,1
17943,ficará,1
17944,fontes,3
17945,dizem,4
17946,pisou,1
17947,simplemente,1
17948,paladar,1
17949,açúcar,2
17950,provou,2
17951,gastronomiaperiferica,1
17952,paladarinfantil,1
17953,artigo,1
17954,//amzn.to/3uvmdsf…,1
17955,revezando,2
17956,simpático,1
17957,derrepente,1
17958,sorriu,1
17959,estranhíssimo,1
17960,sorrindo,2
17961,reflexivo,1
17962,sorrio,1
17963,reparação,1
17964,histórica,1
17965,preocupação,1
17966,concluir,2
17967,gracyanne,1
17968,rabudo,1
17969,exista,1
17970,mioto,1
17971,tvzgustavomioto,1
17972,razoável,2
17973,croclol,1
17974,50/50,1
17975,5+,1
17976,outright,1
17977,mtsboom,1
17978,interligados,1
17979,autuori,1
17980,repercussão,1
17981,lego,1
17982,revisited,1
17983,santorini,1
17984,debate,3
17985,copenhagen,1
17986,ki…,1
17987,//instagr.am/p/cjriurgnfow/,1
17988,glúteo,9
17989,menezes,1
17990,'bah,1
17991,amam,1
17992,peitos,3
17993,tomorrow…,1
17994,//rxrealm.com/blog/if-my-last-crossfit-workout-were-tomorrow/…,1
17995,naim,1
17996,clouds,1
17997,milkfat,1
17998,//gardenandhome.site/blog/the-best-garage-gym-ideas/…,2
17999,qd,1
18000,pedal,1
18001,53kg,1
18002,inocente,1
18003,aaaaaaaaaaaa,1
18004,70kg,1
18005,74kg,1
18006,peitoral,3
18007,quadrado,1
18008,forca,1
18009,accelerated,1
18010,skillset,1
18011,trainer/crossfit,1
18012,coach/strength,1
18013,spt,1
18014,dpt,1
18015,treino=,2
18016,carência,1
18017,carência²,1
18018,necesidad,1
18019,abram,1
18020,2.0,1
18021,tool,2
18022,strengthening,1
18023,hamstrings,1
18024,glutes,3
18025,mobile,1
18026,//mobilegymtech.com/shop/p/rogue-abram-glute-ham-developer-2-0…,1
18027,legitcalculator,1
18028,ehh,1
18029,delulu,1
18030,porsche,2
18031,hence,1
18032,rave,4
18033,deserves,1
18034,marriedatfirstsightuk,1
18035,woot,2
18036,tuesdayvibes,1
18037,//instagram.com/reel/cjspptbjbtt/,1
18038,hernanes,1
18039,esforçando,1
18040,joelhada,1
18041,altura,2
18042,pulando,1
18043,arrasei,1
18044,anjo,1
18045,amassar,1
18046,lindoooo,1
18047,bué,1
18048,verás,1
18049,atrai,1
18050,negatividade,1
18051,vês,1
18052,problemas,5
18053,cansaço,3
18054,relaxar…,1
18055,dirigindo,1
18056,adequada,1
18057,enfiar,1
18058,proteica,1
18059,necessariamente,1
18060,tornou,1
18061,sabemos,2
18062,ingerida,1
18063,frequência,1
18064,glaxon,1
18065,protos,1
18066,unlawfully,1
18067,slack-filled,1
18068,given,3
18069,percent,1
18070,package,3
18071,//classaction.org/news/glaxon-protos-protein-powder-containers-more-than-60-percent-empty-slack-fill-suit-says…,1
18072,pelada,2
18073,reclamo,1
18074,corpinho,2
18075,quiserem,1
18076,aceitando,2
18077,dijeron,1
18078,comiera,1
18079,juntas,1
18080,protestando,1
18081,cobrada,1
18082,dorme,1
18083,cobrar,1
18084,distribuyen,1
18085,venezuelagarantedepaz,1
18086,//vtv.gob.ve/distribuyen-proteina-animal-48-mil-familias-carabobo/…,1
18087,zoom,2
18088,vps,1
18089,fails,1
18090,tarciane,1
18091,temperei,1
18092,geladeira,1
18093,sanduíche,1
18094,squeeze,1
18095,750,1
18096,dominam,1
18097,custa,1
18098,"99,90",1
18099,tozzacam,1
18100,tozzaads,1
18101,blender,2
18102,contribuição,1
18103,joesarweek,1
18104,ordemparanormal,1
18105,joui,1
18106,kaiser,1
18107,matei,1
18108,charging,1
18109,month….sheesh,1
18110,//listland.com/top-10-training-tips-for-your-first-crossfit-competition/,2
18111,utm_source=reviveoldpost,2
18112,crossfitcompetition,2
18113,manos,4
18114,treta,1
18115,t2b,1
18116,conhecido,2
18117,calo,1
18118,cor,2
18119,queeeeeee,1
18120,ilhada,1
18121,deciding,1
18122,force,8
18123,laur_eezy,1
18124,izziebellla_,1
18125,natação,3
18126,salada,3
18127,lema,2
18128,gostosim,1
18129,jampa,1
18130,aff,1
18131,estralar,1
18132,discografia,1
18133,kylie,1
18134,//twitter.com/brbraberry/status/1577798752005414912/video/1…,1
18135,fallecido,1
18136,daña,1
18137,reynosa,1
18138,cdvictoria,1
18139,//kanekoa.substack.com/p/pfizer-mrna-spike-protein-found-in…,1
18140,//truthsocial.com/,1
18141,kanekoathegreat/posts/109101070038462108…,1
18142,desiste,1
18143,temporariamente,1
18144,larguei,1
18145,vim,8
18146,lavei,1
18147,guaraná,1
18148,geladin,1
18149,campesinado,1
18150,espirituano,1
18151,trabaja,1
18152,autoabastecimiento,1
18153,población,2
18154,soberaníayseguridadalimentaria,1
18155,fuerzacuba,1
18156,sanctispiritussiguelamarcha,1
18157,obrigar,2
18158,invés,1
18159,hansinveste,1
18160,pienso,3
18161,paraguay,2
18162,repúdio,1
18163,yuricfarias,1
18164,trair,2
18165,instrutoras,1
18166,ariel,1
18167,parabenizo,1
18168,cesárea,1
18169,dolorida,1
18170,definidos,1
18171,//bit.ly/3yiadfe,1
18172,upstairs,2
18173,uppers,1
18174,uhuuuuul,1
18175,mengoooo,1
18176,european,1
18177,emphasis,1
18178,09/16-18,1
18179,100s,1
18180,morningchalkup,1
18181,mamãozinho,1
18182,desejo,1
18183,impel,1
18184,//stack3d.com/2022/10/impel-nutrition-in-whey.html…,1
18185,desmaiando,1
18186,crtz,1
18187,ausentes,2
18188,varane,1
18189,wan-bissaka,1
18190,donny,1
18191,carrington,1
18192,lauriewhitwell,1
18193,bebaoverclock,1
18194,fobia,1
18195,lançado,1
18196,personalizado,1
18197,gás,3
18198,tck,1
18199,doida,2
18200,1/13,1
18201,watin,3
18202,shawn,2
18203,jones,3
18204,newest,4
18205,engineering,1
18206,metabolic,4
18207,adopt,2
18208,async,1
18209,bati,1
18210,valer,1
18211,cacilda,1
18212,protain,1
18213,debating,1
18214,acordar,2
18215,madrugada,1
18216,dormindo,1
18217,10.22,1
18218,//fitnessvloggers.com/crossfit/miles-to-madison/miles-to-madison-10-22-the-most-iconic-event-in-crossfit-games-history/…,1
18219,preguntó,2
18220,llorar,1
18221,abrazó,1
18222,arrancamos,1
18223,25.49,1
18224,1.20,1
18225,recomendo,1
18226,lembra,1
18227,gávea,1
18228,personagens,1
18229,falam,2
18230,jogám,1
18231,mezenga,1
18232,foge,1
18233,leões,1
18234,sabem,2
18235,ratinha,1
18236,starttoday,1
18237,sebringflorida,1
18238,tempinho,1
18239,relógio,2
18240,bacanudo,1
18241,gps,2
18242,talz,1
18243,acabava,2
18244,marcando,2
18245,milhas,1
18246,droguita,1
18247,hermosa,1
18248,fallo,1
18249,utilização,3
18250,06/10,1
18251,comeback,1
18252,excelled,1
18253,fifth-place,1
18254,stumble,1
18255,fourth,3
18256,gostinho,3
18257,acabando,1
18258,four-time,1
18259,56th,1
18260,-pré,1
18261,rival,1
18262,1-2-1,1
